,Crop_Code,Scientific_Name,Genus,Species,Variety,Life_Form,Habit,Life_Span,Physiology,Category,Plant_Attributes,Temp_Opt_Min,Temp_Opt_Max,Temp_Opt_Min_F,Temp_Opt_Max_F,Temp_Abs_Min,Temp_Abs_Max,Temp_Abs_Min_F,Temp_Abs_Max_F,Killing_Temp_Rest,Killing_Temp_Growth,Killing_Temp_Rest_F,Killing_Temp_Growth_F,Rain_Opt_Min,Rain_Opt_Max,Rain_Abs_Min,Rain_Abs_Max,Lat_Opt_Min,Lat_Opt_Max,Lat_Abs_Min,Lat_Abs_Max,Alt_Opt_Min,Alt_Opt_Max,Alt_Abs_Min,Alt_Abs_Max,pH_Opt_Min,pH_Opt_Max,pH_Abs_Min,pH_Abs_Max,Light_Opt_Min,Light_Opt_Max,Light_Abs_Min,Light_Abs_Max,Depth_Opt,Depth_Abs,Texture_Ops,Texture_Abs,Fertility_Ops,Fertility_Abs,Al_Toxicity_Opt,Al_Toxicity_Abs,Salinity_Ops,Salinity_Abs,Drainage_Opt,Drainage_Abs,Photoperiod,Abiotic_Tolererance,Abiotic_Susceptibility,Introduction_Risks,Production_System,Cropping_System,Subsystem,Companion_Species,Level_of_Mechanization,Labour_Intensity,Crop_Cycle_Min,Crop_Cycle_Max,Use_Main,Use_Detailed,Use_Part,Climate_Zone_Trewartha,USDA_Hardiness_Zone,USDA_Hardiness_Zone_Min,USDA_Hardiness_Zone_Max,Datasheet_URL,PFAF_URL,Climate_Zone_Trewartha_Abbreviations,Climate_Zone_Koppen_Geiger_Abbreviations,Climate_Zone_Koppen_Geiger_IDs
1563,7832,Mucuna pruriens,Mucuna,pruriens,,"herb, sub-shrub",prostrate/procumbent/semi-erect,annual,multi stem,"forage/pasture, vegetables, environmental",grown on large scale,20.0,30.0,68.0,86.0,10.0,34.0,50.0,93.2,5.0,5.0,41.0,41.0,1000.0,2000.0,400.0,3100.0,21.959985813389384,24.896480043077425,20.0,40.0,,,589.4025163469174,2100.0,5.0,7.0,4.0,8.0,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours)",drought,flooding,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,90.0,270.0,food & beverage,vitamins,seeds,"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7832,https://pfaf.org/user/Plant.aspx?LatinName=Mucuna+pruriens,"['Aw', 'Ar', 'Bs', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'BSh', 'Cwc', 'Af', 'Csa', 'BSk', 'Cfb', 'Cfc', 'Am', 'Cfa', 'Csb']","[3, 11, 10, 12, 6, 13, 1, 8, 7, 15, 16, 2, 14, 9]"
1564,7846,Murraya koenigii,Murraya,koenigii,,"shrub, tree",erect,perennial,"single stem, multi stem","materials, medicinals & aromatic",grown on small scale,27.0,41.0,80.6,105.8,8.0,47.0,46.4,116.6,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1400.0,1800.0,500.0,2500.0,21.959985813389384,24.896480043077425,35.91292483074026,42.98550562216286,,,589.4025163469174,1640.8418117416663,5.5,6.5,5.0,7.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",low,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,150.0,300.0,material,lipids/oil & fats,entire plant,tropical wet & dry (Aw),10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7846,https://pfaf.org/user/Plant.aspx?LatinName=Murraya+koenigii,['Aw'],['Aw'],[3]
1565,7848,Musa acuminata,Musa,acuminata,,herb,erect,perennial,"evergreen, single stem, C3 photosynthesis","forage/pasture, fruits & nuts",grown on large scale,23.0,33.0,73.4,91.4,12.0,42.0,53.6,107.6,1.0,1.0,33.8,33.8,1200.0,3600.0,650.0,5000.0,31.0,31.0,31.0,35.0,,,589.4025163469174,2400.0,5.5,7.5,4.0,8.4,very bright,cloudy skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, organic","heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,"hail, wind",can become a weed,"home garden, small scale (manual), large scale/commercial",Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,180.0,365.0,food & beverage,vitamins,fruits,"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7848,https://pfaf.org/user/Plant.aspx?LatinName=Musa+acuminata,"['Aw', 'Ar', 'Bs', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'BSh', 'Cwc', 'Af', 'Csa', 'BSk', 'Cfb', 'Cfc', 'Am', 'Cfa', 'Csb']","[3, 11, 10, 12, 6, 13, 1, 8, 7, 15, 16, 2, 14, 9]"
1566,7849,Musa acuminata x balbisiana,Musa,acuminata,,herb,erect,perennial,"evergreen, single stem, C3 photosynthesis","fruits & nuts, vegetables, medicinals & aromatic, environmental",grown on large scale,25.0,35.0,77.0,95.0,15.0,40.0,59.0,104.0,1.0,1.0,33.8,33.8,1400.0,2400.0,1000.0,5000.0,31.0,31.0,35.0,35.0,,,589.4025163469174,2400.0,5.5,6.5,4.5,8.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,"hail, wind",can become a weed,"home garden, small scale (manual), large scale/commercial",Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,180.0,365.0,food & beverage,vitamins,fruits,"tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7849,https://pfaf.org/user/Plant.aspx?LatinName=Musa+acuminata,"['Aw', 'Ar', 'Bs', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'BSh', 'Cwc', 'Af', 'Csa', 'BSk', 'Cfb', 'Cfc', 'Am', 'Cfa', 'Csb']","[3, 11, 10, 12, 6, 13, 1, 8, 7, 15, 16, 2, 14, 9]"
1567,7852,Musa halabanensis,Musa,halabanensis,,herb,erect,perennial,"evergreen, single stem",vegetables,grown on small scale,24.0,30.0,75.2,86.0,15.0,35.0,59.0,95.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1200.0,3000.0,700.0,4000.0,31.0,31.0,10.0,20.0,,,589.4025163469174,1800.0,5.5,7.0,4.5,7.5,very bright,clear skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, organic","heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,wind,can become a weed,"home garden, small scale (manual), large scale/commercial",Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,180.0,365.0,food & beverage,vitamins,fruits,"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7852,https://pfaf.org/user/Plant.aspx?LatinName=Musa+halabanensis,"['Aw', 'Ar', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'Cwc', 'Af', 'Csa', 'Cfb', 'Cfc', 'Am', 'Cfa', 'Csb']","[3, 11, 10, 12, 13, 1, 8, 15, 16, 2, 14, 9]"
1568,7856,Musa salaccensis,Musa,salaccensis,,herb,erect,perennial,single stem,vegetables,grown on small scale,24.0,30.0,75.2,86.0,15.0,35.0,59.0,95.0,8.0,12.0,46.4,53.6,1200.0,3000.0,1000.0,4000.0,31.0,31.0,10.0,10.0,,,589.4025163469174,1200.0,5.5,7.0,4.5,7.5,very bright,clear skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, organic","heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,wind,can become a weed,"home garden, small scale (manual), large scale/commercial",Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,365.0,365.0,food & beverage,vitamins,flowers,tropical wet (Ar),10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7856,https://pfaf.org/user/Plant.aspx?LatinName=Musa+salaccensis,['Ar'],"['Af', 'Am']","[1, 2]"
1569,7858,Musanga cecropioides,Musanga,cecropioides,,tree,erect,perennial,single stem,forest/wood,grown on small scale,28.0,36.0,82.4,96.8,20.0,40.0,68.0,104.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,3000.0,4000.0,2000.0,5000.0,21.959985813389384,24.896480043077425,6.0,8.0,,,589.4025163469174,200.0,4.5,5.5,4.0,6.5,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),"medium, light","medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,300.0,365.0,material,timber wood,bark,tropical wet (Ar),10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7858,https://pfaf.org/user/Plant.aspx?LatinName=Musanga+cecropioides,['Ar'],"['Af', 'Am']","[1, 2]"
1570,7859,Muscari comosum,Muscari,comosum,,herb,erect,perennial,multi stem,medicinals & aromatic,grown on small scale,19.69321716734314,30.05038747087041,67.44779090121764,86.09069744756674,10.327194303952986,37.196301601810866,50.58894974711537,98.95334288325957,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,947.8172943060056,1628.6292350871452,626.3806468873757,2404.2350062815904,21.959985813389384,24.896480043077425,35.91292483074026,42.98550562216286,,,589.4025163469174,1640.8418117416663,5.674299619855927,6.864807644648237,4.983632143578074,7.7080950376355135,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,0.0,0.0,food & beverage,minerals,roots,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",4-8,4,8,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7859,https://pfaf.org/user/Plant.aspx?LatinName=Muscari+comosum,"['Cs', 'Do', 'Dc']","['Dfd', 'Csc', 'Csa', 'Dfb', 'Cfb', 'Cfc', 'Dfc', 'Dfa', 'Csb']","[28, 10, 8, 26, 15, 16, 27, 25, 9]"
1571,7874,Myrciaria cauliflora,Myrciaria,cauliflora,,tree,erect,perennial,"evergreen, deciduous, single stem",fruits & nuts,grown on small scale,22.0,28.0,71.6,82.4,10.0,32.0,50.0,89.6,-3.0,-1.0,26.6,30.2,900.0,1500.0,700.0,1700.0,21.0,21.0,30.0,30.0,,,589.4025163469174,1800.0,5.5,7.5,4.5,8.0,clear skies,cloudy skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,150.0,300.0,food & beverage,vitamins,fruits,"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7874,https://pfaf.org/user/Plant.aspx?LatinName=Myrciaria+cauliflora,"['Aw', 'Ar', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'Cwc', 'Af', 'Csa', 'Cfb', 'Cfc', 'Am', 'Cfa', 'Csb']","[3, 11, 10, 12, 13, 1, 8, 15, 16, 2, 14, 9]"
1572,7895,Myroxylon balsamum,Myroxylon,balsamum,,tree,erect,perennial,"evergreen, single stem","materials, medicinals & aromatic, forest/wood, environmental",grown on small scale,22.0,28.0,71.6,82.4,16.0,32.0,60.8,89.6,-1.0,-1.0,30.2,30.2,2000.0,2700.0,1350.0,4000.0,10.0,24.896480043077425,10.0,10.0,,,589.4025163469174,600.0,5.5,6.5,5.0,8.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),deep (>>150 cm),light,"medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,365.0,365.0,material,gums/resins,exudates,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7895,https://pfaf.org/user/Plant.aspx?LatinName=Myroxylon+balsamum,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
1573,7896,Myroxylon balsamum var. perei.,Myroxylon,balsamum,perei.,tree,erect,perennial,"evergreen, single stem",environmental,grown on small scale,22.0,30.0,71.6,86.0,16.0,36.0,60.8,96.8,-1.0,-1.0,30.2,30.2,2000.0,2600.0,1350.0,4000.0,10.0,24.896480043077425,15.0,15.0,,,589.4025163469174,600.0,6.5,7.5,5.0,8.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),deep (>>150 cm),light,"medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,365.0,365.0,material,gums/resins,exudates,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7896,https://pfaf.org/user/Plant.aspx?LatinName=Myroxylon+balsamum+perei.,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
1574,7898,Myrsine africana,Myrsine,africana,,shrub,erect,perennial,"evergreen, multi stem",medicinals & aromatic,grown on small scale,22.0,30.0,71.6,86.0,5.0,35.0,41.0,95.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,600.0,800.0,450.0,1000.0,5.0,5.0,40.0,40.0,,,589.4025163469174,3800.0,5.0,5.5,4.5,6.5,very bright,clear skies,very bright,light shade,shallow (20-50 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",low,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,180.0,330.0,medicinal,vitamins,entire plant,"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",8-11,8,11,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7898,https://pfaf.org/user/Plant.aspx?LatinName=Myrsine+africana,"['Aw', 'Bs', 'Cf', 'Cs', 'Cw']","['Aw', 'Cwa', 'Csc', 'Cwb', 'BSh', 'Cwc', 'Csa', 'BSk', 'Cfb', 'Cfc', 'Cfa', 'Csb']","[3, 11, 10, 12, 6, 13, 8, 7, 15, 16, 14, 9]"
1575,7900,Myrtus communis,Myrtus,communis,,shrub,erect,perennial,multi stem,medicinals & aromatic,grown on small scale,15.0,24.0,59.0,75.2,10.0,28.0,50.0,82.4,-2.0,0.0,28.4,32.0,500.0,800.0,300.0,1000.0,21.959985813389384,24.896480043077425,35.91292483074026,42.98550562216286,,,589.4025163469174,1640.8418117416663,6.0,7.0,5.5,8.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),long day (>14 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,120.0,150.0,material,lipids/oil & fats,seeds,"steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do)",9-11,9,11,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7900,https://pfaf.org/user/Plant.aspx?LatinName=Myrtus+communis,"['Bs', 'Cs', 'Do']","['Csc', 'BSh', 'Csa', 'BSk', 'Cfb', 'Cfc', 'Csb']","[10, 6, 8, 7, 15, 16, 9]"
1576,7929,Nauclea orientalis,Nauclea,orientalis,,tree,erect,perennial,"deciduous, single stem",forest/wood,grown on small scale,30.0,40.0,86.0,104.0,15.0,45.0,59.0,113.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1000.0,3500.0,800.0,3800.0,12.0,12.0,24.0,24.0,,,589.4025163469174,500.0,5.5,6.5,5.0,7.5,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),"poorly (saturated >50% of year), well (dry spells)",short day (<12 hours),flooding,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,300.0,365.0,material,timber wood,bark,tropical wet & dry (Aw),10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7929,https://pfaf.org/user/Plant.aspx?LatinName=Nauclea+orientalis,['Aw'],['Aw'],[3]
1577,7936,Neofabricia myrtifolia,Neofabricia,myrtifolia,,"shrub, tree",erect,perennial,"single stem, multi stem","materials, ornamentals/turf, forest/wood, environmental",grown on small scale,22.0,34.0,71.6,93.2,16.0,38.0,60.8,100.4,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1100.0,1600.0,600.0,1800.0,11.0,11.0,16.0,16.0,,,589.4025163469174,500.0,5.5,6.5,4.5,7.5,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),light,"medium, light",low,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,200.0,330.0,fuels,fuelwood,bark,tropical wet & dry (Aw),10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7936,https://pfaf.org/user/Plant.aspx?LatinName=Neofabricia+myrtifolia,['Aw'],['Aw'],[3]
1578,7937,Neoglazovia variegata,Neoglazovia,variegata,,herb,erect,perennial,"evergreen, single stem",materials,grown on small scale,18.0,30.0,64.4,86.0,14.0,36.0,57.2,96.8,-1.0,-1.0,30.2,30.2,500.0,700.0,400.0,800.0,21.959985813389384,24.896480043077425,10.0,10.0,,,589.4025163469174,1640.8418117416663,6.0,7.0,5.5,7.5,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","medium, light",low,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,140.0,300.0,material,fibres,leaves,"tropical wet & dry (Aw), steppe or semiarid (Bs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7937,https://pfaf.org/user/Plant.aspx?LatinName=Neoglazovia+variegata,"['Aw', 'Bs']","['Aw', 'BSh', 'BSk']","[3, 6, 7]"
1579,7938,Neohouzeaua dullooa,Neohouzeaua,dullooa,,grass,erect,perennial,"evergreen, multi stem",materials,grown on small scale,20.0,29.0,68.0,84.2,15.0,34.0,59.0,93.2,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,1000.0,2000.0,600.0,4500.0,15.0,24.896480043077425,25.0,40.0,,,589.4025163469174,1640.8418117416663,5.0,6.0,4.5,6.5,clear skies,cloudy skies,clear skies,light shade,medium (50-150 cm),shallow (20-50 cm),heavy,heavy,moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,300.0,365.0,material,canes,bark,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7938,https://pfaf.org/user/Plant.aspx?LatinName=Neohouzeaua+dullooa,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
1580,7944,Nepeta cataria,Nepeta,cataria,,herb,prostrate/procumbent/semi-erect,perennial,multi stem,"ornamentals/turf, medicinals & aromatic",grown on small scale,7.0,19.0,44.6,66.2,4.0,26.0,39.2,78.8,-5.0,0.0,23.0,32.0,600.0,1000.0,400.0,1300.0,21.959985813389384,24.896480043077425,35.91292483074026,42.98550562216286,,,589.4025163469174,1640.8418117416663,5.5,6.5,4.9,7.5,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),long day (>14 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,150.0,210.0,food & beverage,minerals,leaves,"steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",3-7,3,7,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7944,https://pfaf.org/user/Plant.aspx?LatinName=Nepeta+cataria,"['Bs', 'Do', 'Dc', 'Df', 'Dw']","['Dfd', 'Dwd', 'BSh', 'Dwa', 'BSk', 'Cfb', 'Dfb', 'Dwb', 'Cfc', 'Dwc', 'Dfc', 'Dfa']","[28, 24, 6, 21, 7, 15, 26, 22, 16, 23, 27, 25]"
1581,7964,Neptunia prostrata,Neptunia,prostrata,,herb,prostrate/procumbent/semi-erect,perennial,multi stem,vegetables,grown on small scale,25.0,35.0,77.0,95.0,15.0,38.0,59.0,100.4,5.0,5.0,41.0,41.0,1500.0,2000.0,1000.0,4000.0,21.959985813389384,24.896480043077425,20.0,20.0,,,589.4025163469174,300.0,5.0,6.5,4.5,7.0,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),short day (<12 hours),flooding,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,120.0,180.0,food & beverage,vitamins,bulbs,"tropical wet & dry (Aw), tropical wet (Ar)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7964,https://pfaf.org/user/Plant.aspx?LatinName=Neptunia+prostrata,"['Aw', 'Ar']","['Aw', 'Af', 'Am']","[3, 1, 2]"
1582,7978,Nicotiana rustica,Nicotiana,rustica,,herb,erect,annual,single stem,materials,grown on large scale,15.0,30.0,59.0,86.0,10.0,40.0,50.0,104.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,600.0,700.0,500.0,800.0,21.959985813389384,24.896480043077425,20.0,20.0,,,589.4025163469174,1800.0,5.5,6.0,5.0,7.5,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),light,"medium, light",high,moderate,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)",drought,"hail, wind",can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,90.0,120.0,social,smoking material,leaves,"tropical wet & dry (Aw), steppe or semiarid (Bs)",7-10,7,10,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7978,https://pfaf.org/user/Plant.aspx?LatinName=Nicotiana+rustica,"['Aw', 'Bs']","['Aw', 'BSh', 'BSk']","[3, 6, 7]"
1583,7987,Nigella sativa,Nigella,sativa,,herb,erect,annual,multi stem,medicinals & aromatic,grown on small scale,14.0,26.0,57.2,78.8,5.0,30.0,41.0,86.0,-7.324697754749568,-0.42055267702936094,18.815544041450778,31.24300518134715,600.0,800.0,400.0,1000.0,30.0,5.0,45.0,45.0,,,589.4025163469174,2500.0,6.5,7.3,6.0,8.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,low (6-15% of CEC),low (6-15% of CEC),low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),short day (<12 hours),drought,fire,can become a weed,large scale/commercial,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,100.0,150.0,food additive,condiment/seasoning,entire plant,"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)",10-12,10,12,http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=7987,https://pfaf.org/user/Plant.aspx?LatinName=Nigella+sativa,"['Aw', 'Bs', 'Cs']","['Aw', 'Csc', 'BSh', 'Csa', 'BSk', 'Csb']","[3, 10, 6, 8, 7, 9]"
